name,filename,original_file_type,processing_notes,preprocessed_file_type,preparation_timestamp,minimized_successfully,relative_path,finish_successfully,alchemical_successfully,preprocessed_file_path,original_file_path,analysis_successfully,free_energy_error,alchemical_timestamp,pdb_id,preprocess_timestamp,prepared_system_path,ligand_atom_count,free_energy_value,analysis_result_path,analysis_timestamp,processed_successfully,alchemical_result_path
test5014,test5014.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5014.pdb,./dataset/raw/MNSol/water/test5014.xyz,False,0.0,,5014,2025-12-02 20:48:06,,0,0.0,,,True,
0570Nme,0570Nme.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0570Nme.pdb,./dataset/raw/MNSol/water/0570Nme.xyz,False,0.0,,570N,2025-12-02 20:48:06,,0,0.0,,,True,
0133nit,0133nit.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0133nit.pdb,./dataset/raw/MNSol/water/0133nit.xyz,False,0.0,,133N,2025-12-02 20:48:06,,0,0.0,,,True,
0141dim,0141dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0141dim.pdb,./dataset/raw/MNSol/water/0141dim.xyz,False,0.0,,141D,2025-12-02 20:48:06,,0,0.0,,,True,
0437pho,0437pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0437pho.pdb,./dataset/raw/MNSol/water/0437pho.xyz,False,0.0,,437P,2025-12-02 20:48:06,,0,0.0,,,True,
i069,i069.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i069.pdb,./dataset/raw/MNSol/water/i069.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0925dec,0925dec.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0925dec.pdb,./dataset/raw/MNSol/water/0925dec.xyz,False,0.0,,925D,2025-12-02 20:48:06,,0,0.0,,,True,
0070eth,0070eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0070eth.pdb,./dataset/raw/MNSol/water/0070eth.xyz,False,0.0,,70ET,2025-12-02 20:48:06,,0,0.0,,,True,
0077cyc,0077cyc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0077cyc.pdb,./dataset/raw/MNSol/water/0077cyc.xyz,False,0.0,,77CY,2025-12-02 20:48:06,,0,0.0,,,True,
test5011,test5011.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5011.pdb,./dataset/raw/MNSol/water/test5011.xyz,False,0.0,,5011,2025-12-02 20:48:06,,0,0.0,,,True,
0420pbr,0420pbr.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0420pbr.pdb,./dataset/raw/MNSol/water/0420pbr.xyz,False,0.0,,420P,2025-12-02 20:48:06,,0,0.0,,,True,
i058,i058.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i058.pdb,./dataset/raw/MNSol/water/i058.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1010,test1010.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1010.pdb,./dataset/raw/MNSol/water/test1010.xyz,False,0.0,,1010,2025-12-02 20:48:06,,0,0.0,,,True,
i003,i003.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i003.pdb,./dataset/raw/MNSol/water/i003.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i014,i014.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i014.pdb,./dataset/raw/MNSol/water/i014.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0117met,0117met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0117met.pdb,./dataset/raw/MNSol/water/0117met.xyz,False,0.0,,117M,2025-12-02 20:48:06,,0,0.0,,,True,
c001,c001.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c001.pdb,./dataset/raw/MNSol/water/c001.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0001met,0001met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0001met.pdb,./dataset/raw/MNSol/water/0001met.xyz,False,0.0,,1MET,2025-12-02 20:48:06,,0,0.0,,,True,
0021eth,0021eth.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0021eth.pdb,./dataset/raw/MNSol/water/0021eth.xyz,False,0.0,,21ET,2025-12-02 20:48:06,,0,0.0,,,True,
test5013,test5013.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5013.pdb,./dataset/raw/MNSol/water/test5013.xyz,False,0.0,,5013,2025-12-02 20:48:06,,0,0.0,,,True,
0041nap,0041nap.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0041nap.pdb,./dataset/raw/MNSol/water/0041nap.xyz,False,0.0,,41NA,2025-12-02 20:48:06,,0,0.0,,,True,
i103,i103.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i103.pdb,./dataset/raw/MNSol/water/i103.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test3004,test3004.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3004.pdb,./dataset/raw/MNSol/water/test3004.xyz,False,0.0,,3004,2025-12-02 20:48:06,,0,0.0,,,True,
i005,i005.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i005.pdb,./dataset/raw/MNSol/water/i005.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
c078,c078.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c078.pdb,./dataset/raw/MNSol/water/c078.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0228met,0228met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0228met.pdb,./dataset/raw/MNSol/water/0228met.xyz,False,0.0,,228M,2025-12-02 20:48:06,,0,0.0,,,True,
0589dit,0589dit.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0589dit.pdb,./dataset/raw/MNSol/water/0589dit.xyz,False,0.0,,589D,2025-12-02 20:48:06,,0,0.0,,,True,
0217wat,0217wat.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0217wat.pdb,./dataset/raw/MNSol/water/0217wat.xyz,False,0.0,,217W,2025-12-02 20:48:06,,0,0.0,,,True,
0219hyd,0219hyd.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0219hyd.pdb,./dataset/raw/MNSol/water/0219hyd.xyz,False,0.0,,219H,2025-12-02 20:48:06,,0,0.0,,,True,
0026cyc,0026cyc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0026cyc.pdb,./dataset/raw/MNSol/water/0026cyc.xyz,False,0.0,,26CY,2025-12-02 20:48:06,,0,0.0,,,True,
0013dim,0013dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0013dim.pdb,./dataset/raw/MNSol/water/0013dim.xyz,False,0.0,,13DI,2025-12-02 20:48:06,,0,0.0,,,True,
0137ethb,0137ethb.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0137ethb.pdb,./dataset/raw/MNSol/water/0137ethb.xyz,False,0.0,,137E,2025-12-02 20:48:06,,0,0.0,,,True,
0099but,0099but.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0099but.pdb,./dataset/raw/MNSol/water/0099but.xyz,False,0.0,,99BU,2025-12-02 20:48:06,,0,0.0,,,True,
0075pro,0075pro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0075pro.pdb,./dataset/raw/MNSol/water/0075pro.xyz,False,0.0,,75PR,2025-12-02 20:48:06,,0,0.0,,,True,
i051,i051.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i051.pdb,./dataset/raw/MNSol/water/i051.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0018cyc,0018cyc.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0018cyc.pdb,./dataset/raw/MNSol/water/0018cyc.xyz,False,0.0,,18CY,2025-12-02 20:48:06,,0,0.0,,,True,
test5008,test5008.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5008.pdb,./dataset/raw/MNSol/water/test5008.xyz,False,0.0,,5008,2025-12-02 20:48:06,,0,0.0,,,True,
test1002,test1002.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1002.pdb,./dataset/raw/MNSol/water/test1002.xyz,False,0.0,,1002,2025-12-02 20:48:06,,0,0.0,,,True,
test3021,test3021.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test3021.pdb,./dataset/raw/MNSol/water/test3021.xyz,False,0.0,,3021,2025-12-02 20:48:06,,0,0.0,,,True,
0183bro,0183bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0183bro.pdb,./dataset/raw/MNSol/water/0183bro.xyz,False,0.0,,183B,2025-12-02 20:48:06,,0,0.0,,,True,
i121,i121.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i121.pdb,./dataset/raw/MNSol/water/i121.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i028,i028.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i028.pdb,./dataset/raw/MNSol/water/i028.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
n206,n206.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n206.pdb,./dataset/raw/MNSol/water/n206.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0590met,0590met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0590met.pdb,./dataset/raw/MNSol/water/0590met.xyz,False,0.0,,590M,2025-12-02 20:48:06,,0,0.0,,,True,
0229hyd,0229hyd.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0229hyd.pdb,./dataset/raw/MNSol/water/0229hyd.xyz,False,0.0,,229H,2025-12-02 20:48:06,,0,0.0,,,True,
0540ace,0540ace.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0540ace.pdb,./dataset/raw/MNSol/water/0540ace.xyz,False,0.0,,540A,2025-12-02 20:48:06,,0,0.0,,,True,
i061,i061.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i061.pdb,./dataset/raw/MNSol/water/i061.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
n018,n018.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/n018.pdb,./dataset/raw/MNSol/water/n018.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0410clp,0410clp.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0410clp.pdb,./dataset/raw/MNSol/water/0410clp.xyz,False,0.0,,410C,2025-12-02 20:48:06,,0,0.0,,,True,
i113,i113.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i113.pdb,./dataset/raw/MNSol/water/i113.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0212hex,0212hex.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0212hex.pdb,./dataset/raw/MNSol/water/0212hex.xyz,False,0.0,,212H,2025-12-02 20:48:06,,0,0.0,,,True,
0039mxy,0039mxy.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0039mxy.pdb,./dataset/raw/MNSol/water/0039mxy.xyz,False,0.0,,39MX,2025-12-02 20:48:06,,0,0.0,,,True,
i032,i032.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i032.pdb,./dataset/raw/MNSol/water/i032.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0555bro,0555bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0555bro.pdb,./dataset/raw/MNSol/water/0555bro.xyz,False,0.0,,555B,2025-12-02 20:48:06,,0,0.0,,,True,
test1060,test1060.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1060.pdb,./dataset/raw/MNSol/water/test1060.xyz,False,0.0,,1060,2025-12-02 20:48:06,,0,0.0,,,True,
test1053,test1053.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1053.pdb,./dataset/raw/MNSol/water/test1053.xyz,False,0.0,,1053,2025-12-02 20:48:06,,0,0.0,,,True,
c115,c115.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/c115.pdb,./dataset/raw/MNSol/water/c115.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0081dim,0081dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0081dim.pdb,./dataset/raw/MNSol/water/0081dim.xyz,False,0.0,,81DI,2025-12-02 20:48:06,,0,0.0,,,True,
test5015,test5015.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test5015.pdb,./dataset/raw/MNSol/water/test5015.xyz,False,0.0,,5015,2025-12-02 20:48:06,,0,0.0,,,True,
0186bro,0186bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0186bro.pdb,./dataset/raw/MNSol/water/0186bro.xyz,False,0.0,,186B,2025-12-02 20:48:06,,0,0.0,,,True,
test0017,test0017.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0017.pdb,./dataset/raw/MNSol/water/test0017.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0034hex,0034hex.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0034hex.pdb,./dataset/raw/MNSol/water/0034hex.xyz,False,0.0,,34HE,2025-12-02 20:48:06,,0,0.0,,,True,
test1055,test1055.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1055.pdb,./dataset/raw/MNSol/water/test1055.xyz,False,0.0,,1055,2025-12-02 20:48:06,,0,0.0,,,True,
0400hyd,0400hyd.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0400hyd.pdb,./dataset/raw/MNSol/water/0400hyd.xyz,False,0.0,,400H,2025-12-02 20:48:06,,0,0.0,,,True,
test2018,test2018.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2018.pdb,./dataset/raw/MNSol/water/test2018.xyz,False,0.0,,2018,2025-12-02 20:48:06,,0,0.0,,,True,
0935but,0935but.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0935but.pdb,./dataset/raw/MNSol/water/0935but.xyz,False,0.0,,935B,2025-12-02 20:48:06,,0,0.0,,,True,
0575nit,0575nit.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0575nit.pdb,./dataset/raw/MNSol/water/0575nit.xyz,False,0.0,,575N,2025-12-02 20:48:06,,0,0.0,,,True,
0012met,0012met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0012met.pdb,./dataset/raw/MNSol/water/0012met.xyz,False,0.0,,12ME,2025-12-02 20:48:06,,0,0.0,,,True,
0067but,0067but.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0067but.pdb,./dataset/raw/MNSol/water/0067but.xyz,False,0.0,,67BU,2025-12-02 20:48:06,,0,0.0,,,True,
i029,i029.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i029.pdb,./dataset/raw/MNSol/water/i029.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0082hep,0082hep.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0082hep.pdb,./dataset/raw/MNSol/water/0082hep.xyz,False,0.0,,82HE,2025-12-02 20:48:06,,0,0.0,,,True,
0938tri,0938tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0938tri.pdb,./dataset/raw/MNSol/water/0938tri.xyz,False,0.0,,938T,2025-12-02 20:48:06,,0,0.0,,,True,
0237oct,0237oct.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0237oct.pdb,./dataset/raw/MNSol/water/0237oct.xyz,False,0.0,,237O,2025-12-02 20:48:06,,0,0.0,,,True,
test1059,test1059.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1059.pdb,./dataset/raw/MNSol/water/test1059.xyz,False,0.0,,1059,2025-12-02 20:48:06,,0,0.0,,,True,
0581iso,0581iso.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0581iso.pdb,./dataset/raw/MNSol/water/0581iso.xyz,False,0.0,,581I,2025-12-02 20:48:06,,0,0.0,,,True,
0419brt,0419brt.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0419brt.pdb,./dataset/raw/MNSol/water/0419brt.xyz,False,0.0,,419B,2025-12-02 20:48:06,,0,0.0,,,True,
0556bro,0556bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0556bro.pdb,./dataset/raw/MNSol/water/0556bro.xyz,False,0.0,,556B,2025-12-02 20:48:06,,0,0.0,,,True,
0402adn,0402adn.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0402adn.pdb,./dataset/raw/MNSol/water/0402adn.xyz,False,0.0,,402A,2025-12-02 20:48:06,,0,0.0,,,True,
0022pro,0022pro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0022pro.pdb,./dataset/raw/MNSol/water/0022pro.xyz,False,0.0,,22PR,2025-12-02 20:48:06,,0,0.0,,,True,
test1023,test1023.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1023.pdb,./dataset/raw/MNSol/water/test1023.xyz,False,0.0,,1023,2025-12-02 20:48:06,,0,0.0,,,True,
0405hex,0405hex.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0405hex.pdb,./dataset/raw/MNSol/water/0405hex.xyz,False,0.0,,405H,2025-12-02 20:48:06,,0,0.0,,,True,
i007,i007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i007.pdb,./dataset/raw/MNSol/water/i007.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
i100,i100.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i100.pdb,./dataset/raw/MNSol/water/i100.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0245thi,0245thi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0245thi.pdb,./dataset/raw/MNSol/water/0245thi.xyz,False,0.0,,245T,2025-12-02 20:48:06,,0,0.0,,,True,
0092ethb,0092ethb.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0092ethb.pdb,./dataset/raw/MNSol/water/0092ethb.xyz,False,0.0,,92ET,2025-12-02 20:48:06,,0,0.0,,,True,
0149mor,0149mor.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0149mor.pdb,./dataset/raw/MNSol/water/0149mor.xyz,False,0.0,,149M,2025-12-02 20:48:06,,0,0.0,,,True,
i056,i056.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i056.pdb,./dataset/raw/MNSol/water/i056.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0107tri,0107tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0107tri.pdb,./dataset/raw/MNSol/water/0107tri.xyz,False,0.0,,107T,2025-12-02 20:48:06,,0,0.0,,,True,
test1045,test1045.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1045.pdb,./dataset/raw/MNSol/water/test1045.xyz,False,0.0,,1045,2025-12-02 20:48:06,,0,0.0,,,True,
test1007,test1007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1007.pdb,./dataset/raw/MNSol/water/test1007.xyz,False,0.0,,1007,2025-12-02 20:48:06,,0,0.0,,,True,
test2020,test2020.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test2020.pdb,./dataset/raw/MNSol/water/test2020.xyz,False,0.0,,2020,2025-12-02 20:48:06,,0,0.0,,,True,
0139thi,0139thi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0139thi.pdb,./dataset/raw/MNSol/water/0139thi.xyz,False,0.0,,139T,2025-12-02 20:48:06,,0,0.0,,,True,
test1020,test1020.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1020.pdb,./dataset/raw/MNSol/water/test1020.xyz,False,0.0,,1020,2025-12-02 20:48:06,,0,0.0,,,True,
0175odi,0175odi.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0175odi.pdb,./dataset/raw/MNSol/water/0175odi.xyz,False,0.0,,175O,2025-12-02 20:48:06,,0,0.0,,,True,
i052,i052.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i052.pdb,./dataset/raw/MNSol/water/i052.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test0007,test0007.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test0007.pdb,./dataset/raw/MNSol/water/test0007.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1024,test1024.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1024.pdb,./dataset/raw/MNSol/water/test1024.xyz,False,0.0,,1024,2025-12-02 20:48:06,,0,0.0,,,True,
test1028,test1028.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1028.pdb,./dataset/raw/MNSol/water/test1028.xyz,False,0.0,,1028,2025-12-02 20:48:06,,0,0.0,,,True,
i013,i013.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i013.pdb,./dataset/raw/MNSol/water/i013.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
test1052,test1052.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/test1052.pdb,./dataset/raw/MNSol/water/test1052.xyz,False,0.0,,1052,2025-12-02 20:48:06,,0,0.0,,,True,
0567phe,0567phe.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0567phe.pdb,./dataset/raw/MNSol/water/0567phe.xyz,False,0.0,,567P,2025-12-02 20:48:06,,0,0.0,,,True,
0423brt,0423brt.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0423brt.pdb,./dataset/raw/MNSol/water/0423brt.xyz,False,0.0,,423B,2025-12-02 20:48:06,,0,0.0,,,True,
0005npe,0005npe.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0005npe.pdb,./dataset/raw/MNSol/water/0005npe.xyz,False,0.0,,5NPE,2025-12-02 20:48:06,,0,0.0,,,True,
i109,i109.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i109.pdb,./dataset/raw/MNSol/water/i109.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0551flu,0551flu.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0551flu.pdb,./dataset/raw/MNSol/water/0551flu.xyz,False,0.0,,551F,2025-12-02 20:48:06,,0,0.0,,,True,
0093met,0093met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0093met.pdb,./dataset/raw/MNSol/water/0093met.xyz,False,0.0,,93ME,2025-12-02 20:48:06,,0,0.0,,,True,
0441pho,0441pho.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0441pho.pdb,./dataset/raw/MNSol/water/0441pho.xyz,False,0.0,,441P,2025-12-02 20:48:06,,0,0.0,,,True,
0573bro,0573bro.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0573bro.pdb,./dataset/raw/MNSol/water/0573bro.xyz,False,0.0,,573B,2025-12-02 20:48:06,,0,0.0,,,True,
0125dim,0125dim.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0125dim.pdb,./dataset/raw/MNSol/water/0125dim.xyz,False,0.0,,125D,2025-12-02 20:48:06,,0,0.0,,,True,
0548met,0548met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0548met.pdb,./dataset/raw/MNSol/water/0548met.xyz,False,0.0,,548M,2025-12-02 20:48:06,,0,0.0,,,True,
i023,i023.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i023.pdb,./dataset/raw/MNSol/water/i023.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0933tri,0933tri.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0933tri.pdb,./dataset/raw/MNSol/water/0933tri.xyz,False,0.0,,933T,2025-12-02 20:48:06,,0,0.0,,,True,
i091,i091.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i091.pdb,./dataset/raw/MNSol/water/i091.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
0050met,0050met.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/0050met.pdb,./dataset/raw/MNSol/water/0050met.xyz,False,0.0,,50ME,2025-12-02 20:48:06,,0,0.0,,,True,
i122,i122.xyz,xyz,,pdb,,False,MNSol/water,False,False,dataset/preprocessed/MNSol/water/i122.pdb,./dataset/raw/MNSol/water/i122.xyz,False,0.0,,NAN,2025-12-02 20:48:06,,0,0.0,,,True,
